level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,first_seen,weeks_open,resolved,parser_rules_version
class,Adolescent Sex,,unrecognized,False,2,2,NCT03818711,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All participants,,unrecognized,False,2,2,NCT02542293,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All patients,,unrecognized,False,2,2,NCT04561778,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Baseline (12 months),,unrecognized,False,2,2,NCT05423756,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care Partners,,unrecognized,False,2,2,NCT02328326,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Care partners,,unrecognized,False,2,2,NCT04621448,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver Gender,,unrecognized,False,2,2,NCT03740113,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver Participants,,unrecognized,False,2,2,NCT03773757,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver Sex Demographics,,unrecognized,False,2,2,NCT04506437,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Caregiver sex,,unrecognized,False,2,2,NCT04528732,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,China,,unrecognized,False,2,2,NCT03434379,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Enrolled,,unrecognized,False,2,2,NCT02768727,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Expansion Phase,,unrecognized,False,2,2,NCT01693562,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Full Analysis Set,,unrecognized,False,2,2,NCT03487445,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,GA28948 & GA28949 Pooled Population,,unrecognized,False,2,2,NCT02171429,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender Identification,,unrecognized,False,2,2,NCT04276935,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Global,,unrecognized,False,2,2,NCT03434379,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Healthcare Workers,,unrecognized,False,2,2,NCT04088656,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ITT Population,,unrecognized,False,2,2,NCT03622593,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Identified Patient,,unrecognized,False,2,2,NCT03846505,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Induction Phase,,unrecognized,False,2,2,NCT02394028,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Infant sex,,unrecognized,False,2,2,NCT02901665,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Initial Treatment,,unrecognized,False,2,2,NCT03108495,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Intervention (12 months),,unrecognized,False,2,2,NCT05423756,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Kappa FLC Subtype,,unrecognized,False,2,2,NCT04504825,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Lambda FLC Subtype,,unrecognized,False,2,2,NCT04504825,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main,,unrecognized,False,2,2,NCT02333071,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main Study Phase,,unrecognized,False,2,2,NCT03970733,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Neonatal Sex,,unrecognized,False,2,2,NCT03631940,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OLE,,unrecognized,False,2,2,NCT02333071,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall (All Randomized Participants),,unrecognized,False,2,2,NCT04504825,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall Study,,unrecognized,False,2,2,NCT04104022,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PP,,unrecognized,False,2,2,NCT06403605,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent gender,,unrecognized,False,2,2,NCT01816074,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent participants,,unrecognized,False,2,2,NCT03766906,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parents/Caregivers,,unrecognized,False,2,2,NCT03388294,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part I,,unrecognized,False,2,2,NCT02159066,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Part II,,unrecognized,False,2,2,NCT02159066,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Participants with dementia,,unrecognized,False,2,2,NCT04621448,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Partners,,unrecognized,False,2,2,NCT02240485,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Patient Participants,,unrecognized,False,2,2,NCT02328326,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Per Protocol Set,,unrecognized,False,2,2,NCT03487445,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Phase 1b,,unrecognized,False,2,2,NCT02795988,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Physician,,unrecognized,False,2,2,NCT03658642,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Preschoolers,,unrecognized,False,2,2,NCT04164277,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Reported Gender,,unrecognized,False,2,2,NCT03565497,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Retreatment,,unrecognized,False,2,2,NCT03108495,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex Data for Participants Enrolled in Study mRNA-1273-P301,,unrecognized,False,2,2,NCT04796896,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of Child,,unrecognized,False,2,2,NCT03575884,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sex of Parent,,unrecognized,False,2,2,NCT03575884,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Sex, n",,unrecognized,False,2,2,NCT01380990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual desire,,unrecognized,False,2,2,NCT00351819,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Sexual satisfaction,,unrecognized,False,2,2,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Substudy,,unrecognized,False,2,2,NCT05375929,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Survivors,,unrecognized,False,2,2,NCT06517394,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Teens,,unrecognized,False,2,2,NCT04317664,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Treatment-Naive Population,,unrecognized,False,2,2,NCT03622593,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,United States,,unrecognized,False,2,2,NCT04924660,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Youth Sex Demographics,,unrecognized,False,2,2,NCT04506437,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,adolescents,,unrecognized,False,2,2,NCT02693665,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,0 Criteria,,unrecognized,False,1,1,NCT03313310,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,0-1 partners,,unrecognized,False,1,1,NCT01617096,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,0-24h,,unrecognized,False,1,1,NCT00551616,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,1 Criterion,,unrecognized,False,1,1,NCT03313310,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,1-<6 years,,unrecognized,False,1,1,NCT03376516,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,11-14 year olds,,unrecognized,False,1,1,NCT04587167,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,12 month Survey Participants,,unrecognized,False,1,1,NCT05416372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,1200 mg/d HCQ,,unrecognized,False,1,1,NCT01550367,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,14 or Less (Years),,unrecognized,False,1,1,NCT01192282,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,149,,unrecognized,False,1,1,NCT06358820,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,15 - 19 (Years),,unrecognized,False,1,1,NCT01192282,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,15-17 year olds,,unrecognized,False,1,1,NCT04587167,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,16-Week Dose-finding Safety Part,,unrecognized,False,1,1,NCT02587325,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,2 Criteria,,unrecognized,False,1,1,NCT03313310,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,2. Child Gender:,,unrecognized,False,1,1,NCT03753542,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,20 and Above (Years),,unrecognized,False,1,1,NCT01192282,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,21 - 50 years,,unrecognized,False,1,1,NCT04911296,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,25-48h,,unrecognized,False,1,1,NCT00551616,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,3 Criteria,,unrecognized,False,1,1,NCT03313310,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,4+ Criteria,,unrecognized,False,1,1,NCT03313310,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,49-72h,,unrecognized,False,1,1,NCT00551616,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,51 - 65 years,,unrecognized,False,1,1,NCT04911296,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,6-<12 years,,unrecognized,False,1,1,NCT03376516,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,600 mg/d HCQ,,unrecognized,False,1,1,NCT01550367,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,603A: 0-12 Week Study Period,,unrecognized,False,1,1,NCT03514641,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,603B: 12-36 Week Study Period,,unrecognized,False,1,1,NCT03514641,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,66 - 75 years,,unrecognized,False,1,1,NCT04911296,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,73-96h,,unrecognized,False,1,1,NCT00551616,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,97-120h,,unrecognized,False,1,1,NCT00551616,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,>120h,,unrecognized,False,1,1,NCT00551616,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,>2,,unrecognized,False,1,1,NCT01617096,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,>= 65 years,,unrecognized,False,1,1,NCT00985010,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ABI mild risk,,unrecognized,False,1,1,NCT03161327,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ABI moderate risk,,unrecognized,False,1,1,NCT03161327,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ABI severe risk,,unrecognized,False,1,1,NCT03161327,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ADHD,,unrecognized,False,1,1,NCT01943539,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AIN457 in Treatment Period 1 - JIA Category: ERA,,unrecognized,False,1,1,NCT03031782,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AIN457 in Treatment Period 1 -JIA Category: JPsA,,unrecognized,False,1,1,NCT03031782,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AIN457 in Treatment Period 2 - JIA Category: ERA,,unrecognized,False,1,1,NCT03031782,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AIN457 in Treatment Period 2 -JIA Category: JPsA,,unrecognized,False,1,1,NCT03031782,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AL Residents (Primary),,unrecognized,False,1,1,NCT03892200,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AL Staff at 4-Months (Secondary),,unrecognized,False,1,1,NCT03892200,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AL Staff at 8-Months (Secondary),,unrecognized,False,1,1,NCT03892200,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AL Staff at Baseline (Secondary),,unrecognized,False,1,1,NCT03892200,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AYA,,unrecognized,False,1,1,NCT06191679,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,AYA living with HIV,,unrecognized,False,1,1,NCT03758066,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Abol Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,According to Group,,unrecognized,False,1,1,NCT05253573,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Acute,,unrecognized,False,1,1,NCT02522429,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Acute Phase Randomization,,unrecognized,False,1,1,NCT03266016,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Add-on Phase,,unrecognized,False,1,1,NCT04676529,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adhesive Capsulitis Population,,unrecognized,False,1,1,NCT04160091,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adolescent participants,,unrecognized,False,1,1,NCT05879198,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adult Caregiver Participants,,unrecognized,False,1,1,NCT06012851,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adult Children,,unrecognized,False,1,1,NCT05150990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adult Clinic Patients Eligible for CRC Screening Post-Implementation,,unrecognized,False,1,1,NCT03843957,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adult Inpatients With Community Acquired Pneumonia,,unrecognized,False,1,1,NCT06027593,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adult Outpatients With Pharyngitis,,unrecognized,False,1,1,NCT06027593,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adult participants,,unrecognized,False,1,1,NCT05358444,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adult participants reporting sex,,unrecognized,False,1,1,NCT05879198,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Adult/parent participants,,unrecognized,False,1,1,NCT02029976,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Aggressive subtype,,unrecognized,False,1,1,NCT00464620,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Aim 1: Key Informant Interviews,,unrecognized,False,1,1,NCT04188041,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Aim 2: RI LTBI ECHO Participants,,unrecognized,False,1,1,NCT04188041,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Aim 3: Retrospective Chart Review,,unrecognized,False,1,1,NCT04188041,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Alinity s Anti-HBc Gender,,unrecognized,False,1,1,NCT03285295,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Alinity s Anti-HCV Gender,,unrecognized,False,1,1,NCT03285295,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Alinity s Chagas Gender,,unrecognized,False,1,1,NCT03285295,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Alinity s HBsAg Gender,,unrecognized,False,1,1,NCT03285295,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Alinity s HIV Ag/Ab Combo Gender,,unrecognized,False,1,1,NCT03285295,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Alinity s HTLV I/II Gender,,unrecognized,False,1,1,NCT03285295,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Alkyl nitrites (Rush, poppers)",,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All Cohorts Except 15E,,unrecognized,False,1,1,NCT04889209,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All Countries,,unrecognized,False,1,1,NCT04924660,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All Participants at Randomization,,unrecognized,False,1,1,NCT00038727,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All Parts Excluding Part A.2 and Parts J,,unrecognized,False,1,1,NCT04927065,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All Patients,,unrecognized,False,1,1,NCT03043872,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All RCC participants,,unrecognized,False,1,1,NCT05363072,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All Sites,,unrecognized,False,1,1,NCT04124471,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All Subjects,,unrecognized,False,1,1,NCT02844439,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All in- and outpatients in 2015,,unrecognized,False,1,1,NCT04903496,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All in- and outpatients in 2017,,unrecognized,False,1,1,NCT04903496,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All in- and outpatients in 2019,,unrecognized,False,1,1,NCT04903496,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All patients and clinicians,,unrecognized,False,1,1,NCT02340767,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All patients at risk for PAD,,unrecognized,False,1,1,NCT03161327,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All patients with ICI primary and secondary resistance,,unrecognized,False,1,1,NCT02654587,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All randomized participants,,unrecognized,False,1,1,NCT02711553,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All randomized participants who received at least 1 dose of study drug,,unrecognized,False,1,1,NCT02711553,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All study participants,,unrecognized,False,1,1,NCT01833988,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,All subjects,,unrecognized,False,1,1,NCT03905330,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Always discuss HIV with partners :,,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Alzheimer's Disease,,unrecognized,False,1,1,NCT04057807,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Anal sex,,unrecognized,False,1,1,NCT04233372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Anal sex with a condom,,unrecognized,False,1,1,NCT02248558,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Analyzed participants,,unrecognized,False,1,1,NCT01450943,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Anxiety Patients,,unrecognized,False,1,1,NCT00055224,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Any recent or concurrent sexually transmitted infection,,unrecognized,False,1,1,NCT05965427,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Any sex/gender,,unrecognized,False,1,1,NCT06561217,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Apneic Threshold & CO2 Reserve Analysis Population,,unrecognized,False,1,1,NCT00732199,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Apremilast Sub-protocol,,unrecognized,False,1,1,NCT04590586,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Arbour Trails,,unrecognized,False,1,1,NCT04037436,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,As-Treated Set 1,,unrecognized,False,1,1,NCT06042049,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,As-Treated Set 2,,unrecognized,False,1,1,NCT06042049,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Assessment and Teach Back,,unrecognized,False,1,1,NCT02354482,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Assigned Sex at Birth,,unrecognized,False,1,1,NCT04743908,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Attitudes,,unrecognized,False,1,1,NCT06487390,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Authors who provided complete IPD,,unrecognized,False,1,1,NCT02569411,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,BDC-UColorado,,unrecognized,False,1,1,NCT03369067,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,BMI group 1,,unrecognized,False,1,1,NCT01378299,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,BMI group 2,,unrecognized,False,1,1,NCT01378299,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,BMI group 3,,unrecognized,False,1,1,NCT01378299,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Bar-Korwa Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Baricitinib 2mg Initial Study,,unrecognized,False,1,1,NCT05188521,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Barriers,,unrecognized,False,1,1,NCT06487390,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Baseline (Phase 1),,unrecognized,False,1,1,NCT03737383,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Baseline (Phase 2),,unrecognized,False,1,1,NCT03737383,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Baseline Period,,unrecognized,False,1,1,NCT03599557,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Baseline Period Sex,,unrecognized,False,1,1,NCT01070095,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Baseline Survey Participants,,unrecognized,False,1,1,NCT05416372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
