level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,first_seen,weeks_open,resolved,parser_rules_version
class,Gender of Parent Participants,,unrecognized,False,1,1,NCT05209932,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender of reference patient,,unrecognized,False,1,1,NCT04613739,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Gender of study participants,,unrecognized,False,1,1,NCT03168672,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Gender, Self-Report",,unrecognized,False,1,1,NCT05104450,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Gender, customized",,unrecognized,False,1,1,NCT01944462,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Gender, n",,unrecognized,False,1,1,NCT02653664,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Gender, participant reported",,unrecognized,False,1,1,NCT03291587,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Germany,,unrecognized,False,1,1,NCT04924660,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Glycemic Control Study,,unrecognized,False,1,1,NCT00542178,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Got-Aglu Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Group 1,,unrecognized,False,1,1,NCT05292534,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Group 2,,unrecognized,False,1,1,NCT05292534,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"HFD, Jaundice",,unrecognized,False,1,1,NCT06790420,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,HIV Intervention,,unrecognized,False,1,1,NCT01366495,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,HIV Testing,,unrecognized,False,1,1,NCT01366495,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,HIV-positive sexual partner :,,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,He/Him/His,,unrecognized,False,1,1,NCT03177148,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Healthy Controls,,unrecognized,False,1,1,NCT05878873,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Healthy Participants,,unrecognized,False,1,1,NCT00055224,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Healthy Volunteers,,unrecognized,False,1,1,NCT00047853,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Healthy volunteers,,unrecognized,False,1,1,NCT00026559,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,History of STI :,,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Home-Based Trust,,unrecognized,False,1,1,NCT02354482,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Hormonal Score,,unrecognized,False,1,1,NCT03716739,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Hospital-Based Trust,,unrecognized,False,1,1,NCT02354482,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Human Thrombin,,unrecognized,False,1,1,NCT02014402,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Hypotension,,unrecognized,False,1,1,NCT06790420,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Hypoxic Ventilatory Response Analysis Population,,unrecognized,False,1,1,NCT00732199,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,IH and Narcolepsy cohorts,,unrecognized,False,1,1,NCT05875974,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,INB,,unrecognized,False,1,1,NCT03086213,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ITT,,unrecognized,False,1,1,NCT04796935,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,ITT/Safety Population,,unrecognized,False,1,1,NCT03861169,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Identified Gender,,unrecognized,False,1,1,NCT04286867,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Implementation,,unrecognized,False,1,1,NCT01875861,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,In-hospital,,unrecognized,False,1,1,NCT02004366,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Index Clients,,unrecognized,False,1,1,NCT05343390,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Index TB participants,,unrecognized,False,1,1,NCT04520113,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Index children,,unrecognized,False,1,1,NCT04059185,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,India,,unrecognized,False,1,1,NCT00440999,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Indolent,,unrecognized,False,1,1,NCT00464620,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Indonesia/Maumere,,unrecognized,False,1,1,NCT00440999,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Induction Period,,unrecognized,False,1,1,NCT02435992,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Induction phase,,unrecognized,False,1,1,NCT03341962,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Infant Sex,,unrecognized,False,1,1,NCT04002908,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Infants (perinates),,unrecognized,False,1,1,NCT04818112,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Infection,,unrecognized,False,1,1,NCT06790420,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Infusion reactions,,unrecognized,False,1,1,NCT06790420,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Initial Intervention,,unrecognized,False,1,1,NCT03316950,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Initial Study Phase,,unrecognized,False,1,1,NCT03738566,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Initial assignment,,unrecognized,False,1,1,NCT02132195,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Inpatient,,unrecognized,False,1,1,NCT02455076,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Intercourse satisfaction,,unrecognized,False,1,1,NCT00351819,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Intervention Group,,unrecognized,False,1,1,NCT02798354,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Intervention Period,,unrecognized,False,1,1,NCT06127524,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Intervention Period Sex,,unrecognized,False,1,1,NCT01070095,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Interventionists,,unrecognized,False,1,1,NCT03916146,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Intralipid,,unrecognized,False,1,1,NCT01943409,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Irritable bowel syndrome,,unrecognized,False,1,1,NCT03834051,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Italy,,unrecognized,False,1,1,NCT04924660,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,JZP-110,,unrecognized,False,1,1,NCT02348619,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Kazakhstan, Astana",,unrecognized,False,1,1,NCT02143128,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Ketamine,,unrecognized,False,1,1,NCT03284307,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Kids,,unrecognized,False,1,1,NCT06548074,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Kinnect to Wellness,,unrecognized,False,1,1,NCT04037436,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Kitare Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Known Gender,,unrecognized,False,1,1,NCT02206035,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Kuoyo-Kowe Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,LGBTQ+,,unrecognized,False,1,1,NCT02951455,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,LTF and Minute Ventilation Analysis Population,,unrecognized,False,1,1,NCT00732199,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Lanadelumab Sub-protocol,,unrecognized,False,1,1,NCT04590586,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Lead-In TP1: Humira (Adalimumab),,unrecognized,False,1,1,NCT04230213,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Level 1: Lifestyle Modification vs ESG,,unrecognized,False,1,1,NCT03406975,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Level 2: Crossover Lifestyle to ESG,,unrecognized,False,1,1,NCT03406975,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Lookback Period,,unrecognized,False,1,1,NCT06127524,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Loved ones,,unrecognized,False,1,1,NCT04241094,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,MAD-HS,,unrecognized,False,1,1,NCT04510090,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,MCL - Temsirolimus,,unrecognized,False,1,1,NCT00700258,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,MD-CP,,unrecognized,False,1,1,NCT04510090,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,MD-UP,,unrecognized,False,1,1,NCT04510090,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,MDMA,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,MSM,,unrecognized,False,1,1,NCT05723263,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main FIREFLI trial,,unrecognized,False,1,1,NCT04717258,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main Protocol,,unrecognized,False,1,1,NCT04091048,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main Study Participants,,unrecognized,False,1,1,NCT02906787,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main study,,unrecognized,False,1,1,NCT04717934,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Main study phase,,unrecognized,False,1,1,NCT03224234,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Maintenance Period,,unrecognized,False,1,1,NCT02435992,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Maintenance phase,,unrecognized,False,1,1,NCT03341962,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Manyanda Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Maternal sex,,unrecognized,False,1,1,NCT04174521,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Melanoma,,unrecognized,False,1,1,NCT04208958,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mental health clinic/hospital or rehab center,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Metformin (2000mg) With Chemoradiation,,unrecognized,False,1,1,NCT02325401,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Metformin (2550mg) With Chemoradiation,,unrecognized,False,1,1,NCT02325401,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Metformin (3000mg) With Chemoradiation,,unrecognized,False,1,1,NCT02325401,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Methamphetamine,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Microscopic colitis,,unrecognized,False,1,1,NCT03834051,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Midazolam,,unrecognized,False,1,1,NCT03284307,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mirieri Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Modified pharmacodynamic analysis set,,unrecognized,False,1,1,NCT02472795,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mother Sex,,unrecognized,False,1,1,NCT03548558,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mother biological sex,,unrecognized,False,1,1,NCT05096611,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mother participants,,unrecognized,False,1,1,NCT05374837,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mothers sex,,unrecognized,False,1,1,NCT04002908,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mothers' sex,,unrecognized,False,1,1,NCT02901665,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple Dose,,unrecognized,False,1,1,NCT03073213,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple recent partners (3+ in 6 months) :,,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple sexual partners,,unrecognized,False,1,1,NCT05965427,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple sexual partners (11+ lifetime) :,,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,NSCLC,,unrecognized,False,1,1,NCT03004183,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nduru Kadero Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Needle Syringe Program,,unrecognized,False,1,1,NCT06187415,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Negative,,unrecognized,False,1,1,NCT00978068,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nephrologists,,unrecognized,False,1,1,NCT04392440,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Neuro-typical,,unrecognized,False,1,1,NCT01943539,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Never discuss HIV with partners :,,unrecognized,False,1,1,NCT03058835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No recent sex,,unrecognized,False,1,1,NCT02248558,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-MSM,,unrecognized,False,1,1,NCT05723263,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-specific,,unrecognized,False,1,1,NCT00859495,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-specific gender count,,unrecognized,False,1,1,NCT00556166,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Applicable,,unrecognized,False,1,1,NCT01139762,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not Frail,,unrecognized,False,1,1,NCT03354546,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Not-treated mRCC participants,,unrecognized,False,1,1,NCT05363072,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nurse,,unrecognized,False,1,1,NCT02320175,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OA Population,,unrecognized,False,1,1,NCT04160091,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OLE Period,,unrecognized,False,1,1,NCT04556734,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OLE Phase,,unrecognized,False,1,1,NCT03941834,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,OLE trial period,,unrecognized,False,1,1,NCT05870540,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Offspring,,unrecognized,False,1,1,NCT04050202,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Older Adults,,unrecognized,False,1,1,NCT05150990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open Label Phase,,unrecognized,False,1,1,NCT04712669,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open Label phase,,unrecognized,False,1,1,NCT05445557,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Enrollment Sex,,unrecognized,False,1,1,NCT03323749,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Label Period,,unrecognized,False,1,1,NCT02586623,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Label Phase,,unrecognized,False,1,1,NCT00958633,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Label Titration Period,,unrecognized,False,1,1,NCT05668754,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-Label Treatment,,unrecognized,False,1,1,NCT05014919,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-label initial phase (OLP),,unrecognized,False,1,1,NCT03528681,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Open-label phase,,unrecognized,False,1,1,NCT03341962,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Optional Flaxseed Continuation,,unrecognized,False,1,1,NCT00956813,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Oral sex,,unrecognized,False,1,1,NCT04233372,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Orgasmic function,,unrecognized,False,1,1,NCT00351819,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Oruga Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Osewre Field Station,,unrecognized,False,1,1,NCT00223990,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Outpatient,,unrecognized,False,1,1,NCT02455076,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall Sample,,unrecognized,False,1,1,NCT01875861,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall population,,unrecognized,False,1,1,NCT01121588,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall satisfaction,,unrecognized,False,1,1,NCT00351819,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Overall satisfied with sexual encounters,,unrecognized,False,1,1,NCT00512707,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PCMHI Participants,,unrecognized,False,1,1,NCT04350866,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PCV13 Population,,unrecognized,False,1,1,NCT03276754,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active Interest, Assessment of Partner Related Impacts",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active Interest, Summary Score",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Assessment of Arousal, Orgasm",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Assessment of Desire",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Condition-specifc Impacts on Activity",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Condition-specific Impact on Sexual Quality",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Active, Global Quality",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Inactive, Condition Impact on Sexual Quality",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Inactive, Condition Specific Reason for Not Being Active",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Inactive, Global Quality",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"PISQ-IR Sexually Inactive, Partner-Related Reasons for Not Being Active",,unrecognized,False,1,1,NCT03672461,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PLWD,,unrecognized,False,1,1,NCT04555616,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PLWD Sex,,unrecognized,False,1,1,NCT03786471,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PP population,,unrecognized,False,1,1,NCT02510235,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,PVB,,unrecognized,False,1,1,NCT03086213,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent 1,,unrecognized,False,1,1,NCT05762835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent 2,,unrecognized,False,1,1,NCT05762835,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent Gender,,unrecognized,False,1,1,NCT03521115,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent sex,,unrecognized,False,1,1,NCT02973815,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent/Guardian,,unrecognized,False,1,1,NCT03442114,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent/Infant Dyads,,unrecognized,False,1,1,NCT03885232,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent/Legal Guardians,,unrecognized,False,1,1,NCT05675020,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parent/caregiver participants,,unrecognized,False,1,1,NCT03294590,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parenteral nutrition,,unrecognized,False,1,1,NCT03278847,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parents of Youth Patients,,unrecognized,False,1,1,NCT05626231,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parents or Caregivers,,unrecognized,False,1,1,NCT05835362,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Parents/LARs,,unrecognized,False,1,1,NCT04152603,2026-09-14,0,,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
